,dipole
891,CNC(=O)[C-](C)[O+]=CC(C)=O
892,C[N-][O+]=C(C#N)c1ccccc1
893,CNC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1
894,CC(=O)[C-](C#N)[O+]=CC#N
895,CNC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1
896,CNC(=O)[N-][NH+]=C(C#N)C(C)=O
897,COC(=O)[C-](C)[NH+]=CC#N
898,CNC(=O)C(=[NH+][NH-])c1ccccc1
899,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)C(=O)NC
900,COC(=O)C(C)=[N+](C)[N-]C(C)=O
901,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(=O)OC
902,CNC(=O)C(=[O+][C-](C#N)C#N)C(=O)OC
903,COC(=O)C(=[NH+][C-](C#N)C(C)=O)C(=O)OC
904,CC(=O)[N-][NH+]=Nc1ccccc1
905,CNC(=O)C(C(=O)OC)=[N+](C)[CH-]C(=O)OC
906,CNC(=O)[C-]([NH+]=C(C)C)C(=O)NC
907,CC(=O)C=[N+](C)[CH-]C(C)=O
908,CNC(=O)[C-]([NH+]=C(C)C(=O)OC)C(=O)OC
909,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(C)=O
910,CNC(=O)C(C)=[O+][C-](C#N)C#N
911,CC(C)=[N+](C)[C-](C#N)c1ccccc1
912,COC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
913,COC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)c1ccccc1
914,CNC(=O)[N-][N+](C)=C(C)C
915,CNC(=O)C(C)=[NH+][C-](C)C(=O)OC
916,CNC(=O)C(=[O+][C-](C)C(=O)NC)c1ccccc1
917,COC(=O)C(C(C)=O)=[N+](C)[N-]C(C)=O
918,COC(=O)C(=[NH+][C-](C)C#N)C(=O)OC
919,CNC(=O)C(=[NH+][N-]C#N)C(C)=O
920,COC(=O)C(C#N)=[O+][C-](C(C)=O)c1ccccc1
921,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)c1ccccc1
922,[CH2-][NH+]=Cc1ccccc1
923,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
924,CNC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)C(=O)NC
925,CC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
926,CNC(=O)C(C#N)=[NH+][C-](C#N)C(=O)NC
927,COC(=O)[C-]([NH+]=C(C#N)C#N)C(C)=O
928,CNC(=O)C(=[NH+][C-](C#N)C(=O)NC)c1ccccc1
929,COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1
930,CC(C)=[N+](C)[C-](C)C
931,N#CC(=[NH+][N-]c1ccccc1)c1ccccc1
932,CNC(=O)C(C(C)=O)=[N+](C)[CH-]C#N
933,CNC(=O)C=[O+][C-](C(C)=O)C(C)=O
934,CC(=O)C(=[O+][N-]c1ccccc1)c1ccccc1
935,COC(=O)C(=[O+][N-]C(C)=O)c1ccccc1
936,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O
937,CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)c1ccccc1
938,CNC(=O)[CH-][O+]=C(C(C)=O)c1ccccc1
939,COC(=O)[N-][N+](C)=C(C#N)c1ccccc1
940,CC(=O)C(=[NH+][C-](C)c1ccccc1)c1ccccc1
941,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)C(=O)OC
942,CC=[O+][N-]C(C)=O
943,CNC(=O)[C-](C)[O+]=C(C#N)C(C)=O
944,COC(=O)C(C)=[NH+][C-](C)C#N
945,CNC(=O)C(C#N)=[NH+][N-]C(C)=O
946,CNC(=O)C(C)=[O+][C-](C)c1ccccc1
947,N#C[N-][NH+]=C(c1ccccc1)c1ccccc1
948,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)NC
949,CNC(=O)C=[NH+][C-](C#N)C(C)=O
950,COC(=O)[C-](C#N)[O+]=C(C#N)C#N
951,C[CH-][N+](C)=C(C(C)=O)C(C)=O
952,N#CC=[O+][N-]c1ccccc1
953,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)NC
954,CNC(=O)C=[O+][C-](C)C(=O)OC
955,C[N-][NH+]=C(C(=O)NC)C(=O)OC
956,CC(=O)C(C)=[O+][C-](C(C)=O)c1ccccc1
957,CC(=O)C(C#N)=[NH+][N-]c1ccccc1
958,CC(=O)[CH-][O+]=C(C(C)=O)C(C)=O
959,CNC(=O)N=[O+][NH-]
960,COC(=O)[CH-][NH+]=C(C#N)C(C)=O
961,CNC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(=O)OC
962,CNC(=O)[C-]([O+]=C(C)C)C(C)=O
963,N#CC=[O+][C-](C#N)c1ccccc1
964,COC(=O)[N-][NH+]=Cc1ccccc1
965,COC(=O)[CH-][NH+]=C(C(=O)OC)c1ccccc1
966,C[N-][N+](C)=C(C#N)C(=O)OC
967,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(=O)NC
968,COC(=O)[C-]([O+]=CC#N)C(=O)OC
969,C[C-](C#N)[N+](C)=CC#N
970,COC(=O)[N-][N+](C)=C(C#N)C(C)=O
971,[CH2-][NH+]=C(C(=O)NC)c1ccccc1
972,CNC(=O)C(C)=[NH+][C-](C#N)c1ccccc1
973,COC(=O)C(=[NH+][C-](C)C)c1ccccc1
974,COC(=O)C(C#N)=[O+][N-]C#N
975,CNC(=O)[N-][O+]=Cc1ccccc1
976,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(=O)OC
977,C[CH-][O+]=C(C)C
978,C[CH-][N+](C)=CC(C)=O
979,C[N-][NH+]=C(C#N)C(C)=O
980,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(=O)OC)C(=O)OC
981,C[N+]([O-])=Cc1ccccc1
982,COC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
983,CC=[N+](C)[C-](C#N)C#N
984,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O
985,CNC(=O)[N-][N+](C)=C(C(C)=O)C(C)=O
986,COC(=O)C=[N+](C)[C-](C(C)=O)C(=O)OC
987,C[CH-][N+](C)=C(C(C)=O)C(=O)OC
988,CC=[N+](C)[CH-]C
989,CC=[N+](C)[C-](C)C(=O)OC
990,CC(=O)C=[NH+][CH-]C(C)=O
991,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1
992,CC=[N+](C)[CH-]C#N
993,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
994,CNC(=O)[C-]([NH+]=C(C)C(C)=O)c1ccccc1
995,CC(C)=[NH+][C-](C#N)c1ccccc1
996,CC(=O)[N-][N+](C)=C(c1ccccc1)c1ccccc1
997,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)c1ccccc1
998,COC(=O)[N-][O+]=C(C)c1ccccc1
999,C[C-]([NH+]=CC#N)c1ccccc1
1000,CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
1001,CNC(=O)[C-]([N+]#CC#N)C(=O)OC
1002,C#[N+][C-](C#N)C(=O)NC
1003,CC#[N+][C-](C#N)C#N
1004,CC#[N+][CH-]C
1005,N#CC#[N+][C-](C#N)c1ccccc1
1006,C[N-][N+]#CC(C)=O
1007,CNC(=O)C#[N+][CH-]C#N
1008,CNC(=O)C#[N+][N-]C(C)=O
1009,COC(=O)[CH-][N+]#CC(C)=O
1010,CC(=O)[C-](C)[N+]#N
1011,CNC(=O)[N-][N+]#N
1012,CC(=O)[C-]([N+]#N)C(C)=O
1013,CNC(=O)C#[N+][C-](C#N)c1ccccc1
1014,CC(=O)C#[N+][CH-]c1ccccc1
1015,COC(=O)C#[N+][NH-]
1016,CC#[N+][C-](C(=O)OC)c1ccccc1
1017,COC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1018,CNC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1019,CC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1020,C#[N+][C-](C(=O)NC)C(=O)OC
1021,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1022,CNC(=O)[C-](C#N)[N+]#CC(C)=O
1023,COC(=O)[C-](C#N)[N+]#CC(C)=O
1024,CNC(=O)[C-](C)[N+]#CC(=O)OC
1025,CC(=O)C#[N+][N-]c1ccccc1
1026,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
1027,C#[N+][C-](C#N)c1ccccc1
1028,C[N-][N+]#CC(C)=O
1029,N#C[N-][N+]#Cc1ccccc1
1030,CNC(=O)[C-]([N+]#CC#N)C(C)=O
1031,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1032,CC#[N+][CH-]C#N
1033,C#[N+][C-](C(C)=O)C(=O)OC
1034,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1035,CC#[N+][C-](C(C)=O)C(=O)OC
1036,CC(=O)C#[N+][CH-]C(C)=O
1037,CNC(=O)[N-][N+]#CC#N
1038,CC(=O)C#[N+][C-](C#N)C#N
1039,COC(=O)[C-]([N+]#CC#N)C(=O)OC
1040,COC(=O)[C-]([N+]#N)c1ccccc1
1041,CC#[N+][CH-]C
1042,C[CH-][N+]#CC(=O)NC
1043,CNC(=O)C#[N+][C-](C)C(C)=O
1044,COC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1045,CC(=O)C#[N+][CH-]c1ccccc1
1046,COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1047,N#[N+][C-](c1ccccc1)c1ccccc1
1048,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1049,CC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1050,CC(=O)C#[N+][N-]c1ccccc1
1051,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1052,COC(=O)[C-]([N+]#CC#N)C(=O)OC
1053,[O-][N+]#Cc1ccccc1
1054,COC(=O)C#[N+][CH-]c1ccccc1
1055,CC#[N+][N-]C(=O)OC
1056,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)OC
1057,CC(=O)[C-](C)[N+]#Cc1ccccc1
1058,CC(=O)[C-](C#N)[N+]#Cc1ccccc1
1059,CNC(=O)[C-]([N+]#CC#N)C(C)=O
1060,CNC(=O)C#[N+][C-](C)C(C)=O
1061,CNC(=O)C#[N+][CH-]c1ccccc1
1062,CC#[N+][C-](c1ccccc1)c1ccccc1
1063,CC#[N+][CH-]C(=O)OC
1064,CNC(=O)C#[N+][CH-]C#N
1065,COC(=O)[C-]([N+]#N)c1ccccc1
1066,COC(=O)[C-]([N+]#N)C(C)=O
1067,C#[N+][C-](c1ccccc1)c1ccccc1
1068,CC(=O)[C-]([N+]#CC#N)c1ccccc1
1069,CNC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
1070,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1071,COC(=O)C#[N+][C-](C)C(C)=O
1072,C[C-](C#N)[N+]#CC#N
1073,COC(=O)[N-][N+]#CC#N
1074,C#[N+][N-]C(C)=O
1075,C[C-](C#N)[N+]#Cc1ccccc1
1076,COC(=O)C#[N+][N-]C(C)=O
1077,CC#[N+][CH-]C#N
1078,COC(=O)[N-][N+]#N
1079,CC#[N+][C-](C)C(C)=O
1080,CC#[N+][N-]c1ccccc1
1081,CC#[N+][C-](C(=O)NC)C(=O)NC
1082,CNC(=O)[C-]([N+]#N)C(C)=O
1083,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O
1084,CC(=O)[CH-][N+]#CC#N
1085,COC(=O)C#[N+][CH-]c1ccccc1
1086,CC(=O)C#[N+][N-]C#N
1087,CC(=O)[C-](C#N)[N+]#CC#N
1088,CNC(=O)[C-]([N+]#CC#N)C(C)=O
1089,N#[N+][N-]c1ccccc1
1090,COC(=O)[N-][N+]#N
1091,CC(=O)[C-](C#N)[N+]#CC#N
1092,CC(=O)[C-]([N+]#N)C(C)=O
1093,C#[N+][C-](C#N)C(C)=O
1094,COC(=O)C#[N+][C-](C#N)c1ccccc1
1095,CNC(=O)[CH-][N+]#Cc1ccccc1
1096,C#[N+][CH-]C(=O)NC
1097,CC(=O)[N-][N+]#Cc1ccccc1
1098,CNC(=O)[C-]([N+]#N)C(=O)OC
1099,CC#[N+][C-](C(C)=O)C(=O)NC
1100,C#[N+][N-]C(=O)OC
1101,CNC(=O)[CH-][N+]#N
1102,C#[N+][C-](C#N)c1ccccc1
1103,CC#[N+][C-](C#N)c1ccccc1
1104,CC(=O)[C-](C#N)[N+]#CC#N
1105,N#C[C-](C#N)[N+]#Cc1ccccc1
1106,CNC(=O)[CH-][N+]#CC(C)=O
1107,CNC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1108,CNC(=O)C#[N+][O-]
1109,CNC(=O)C#[N+][C-](C(C)=O)C(C)=O
1110,COC(=O)C#[N+][C-](C)c1ccccc1
1111,CC(=O)C#[N+][NH-]
1112,CC(=O)C#[N+][CH-]c1ccccc1
1113,C#[N+][C-](C(C)=O)c1ccccc1
1114,N#CC#[N+][C-](C#N)c1ccccc1
1115,COC(=O)C#[N+][C-](C)C#N
1116,CNC(=O)C#[N+][C-](C)C(=O)NC
1117,CC#[N+][C-](C#N)c1ccccc1
1118,CC(=O)[CH-][N+]#Cc1ccccc1
1119,C[C-]([N+]#Cc1ccccc1)c1ccccc1
1120,COC(=O)[C-](C)[N+]#CC#N
1121,COC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1122,COC(=O)C#[N+][C-](C)C(=O)OC
1123,CC(=O)[N-][N+]#N
1124,CNC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1125,CNC(=O)C#[N+][N-]C#N
1126,C#[N+][C-](C(=O)OC)c1ccccc1
1127,C[N-][N+]#N
1128,N#[N+][CH-]c1ccccc1
1129,CNC(=O)[N-][N+]#CC(C)=O
1130,CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
1131,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
1132,CC#[N+][C-](C)C#N
1133,CNC(=O)C#[N+][C-](C)C(=O)OC
1134,CNC(=O)[N-][N+]#CC(C)=O
1135,CNC(=O)C#[N+][C-](C)C(C)=O
1136,C#[N+][CH-]c1ccccc1
1137,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1138,CNC(=O)[C-](C#N)[N+]#N
1139,CNC(=O)[C-]([N+]#CC#N)C(=O)NC
1140,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1141,C#[N+][C-](C(C)=O)C(C)=O
1142,COC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
1143,COC(=O)C#[N+][C-](C)c1ccccc1
1144,CC#[N+][N-]C#N
1145,CNC(=O)C#[N+][N-]C(C)=O
1146,COC(=O)[C-](C#N)[N+]#N
1147,C[CH-][N+]#CC#N
1148,CNC(=O)C#[N+][C-](C#N)C(C)=O
1149,CC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1150,CC(=O)[C-](C#N)[N+]#Cc1ccccc1
1151,CNC(=O)C#[N+][N-]C(=O)NC
1152,COC(=O)C#[N+][N-]C#N
1153,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1154,CC(=O)C#[N+][C-](C#N)C#N
1155,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1156,C#[N+][CH-]C(=O)NC
1157,CC(=O)C#[N+][C-](C)c1ccccc1
1158,CC#[N+][C-](C#N)c1ccccc1
1159,CC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1160,COC(=O)[C-]([N+]#N)c1ccccc1
1161,COC(=O)C#[N+][N-]C#N
1162,CNC(=O)[CH-][N+]#Cc1ccccc1
1163,CNC(=O)[C-](C#N)[N+]#CC(C)=O
1164,C[N-][N+]#CC(C)=O
1165,COC(=O)[C-](C)[N+]#CC#N
1166,CNC(=O)C#[N+][C-](C#N)C#N
1167,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
1168,C[CH-][N+]#Cc1ccccc1
1169,CC(=O)C#[N+][C-](C#N)C#N
1170,C#[N+][C-](C)C(C)=O
1171,C#[N+][C-](C(C)=O)c1ccccc1
1172,COC(=O)C#[N+][C-](C)c1ccccc1
1173,CC#[N+][CH-]C(=O)NC
1174,CNC(=O)[C-]([N+]#CC#N)C(C)=O
1175,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1176,CNC(=O)C#[N+][N-]C#N
1177,CC(=O)[C-](C#N)[N+]#Cc1ccccc1
1178,CC(=O)[N-][N+]#CC#N
1179,C[C-]([N+]#CC#N)c1ccccc1
1180,CC(=O)[C-](C)[N+]#CC#N
1181,COC(=O)C#[N+][C-](C)C#N
1182,C[N-][N+]#CC#N
1183,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC
1184,CC(=O)[C-](C)[N+]#N
1185,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)NC
1186,COC(=O)[C-]([N+]#N)C(C)=O
1187,COC(=O)C#[N+][C-](C#N)C(=O)OC
1188,COC(=O)[CH-][N+]#CC#N
1189,CNC(=O)[C-](C)[N+]#Cc1ccccc1
1190,C#[N+][C-](c1ccccc1)c1ccccc1
1191,CC(=O)C#[N+][C-](C)c1ccccc1
1192,CNC(=O)[C-]([N+]#CC#N)C(=O)NC
1193,COC(=O)[N-][N+]#Cc1ccccc1
1194,CC(=O)C#[N+][O-]
1195,CC#[N+][N-]C(C)=O
1196,[CH2-][N+]#CC
1197,CC(=O)C#[N+][CH-]c1ccccc1
1198,COC(=O)C#[N+][CH-]C(C)=O
1199,CC(=O)[C-]([N+]#N)c1ccccc1
1200,CNC(=O)[C-]([N+]#CC#N)C(C)=O
1201,C[C-](C#N)[N+]#CC#N
1202,COC(=O)[CH-][N+]#CC(C)=O
1203,COC(=O)C#[N+][C-](C(C)=O)C(=O)OC
1204,COC(=O)[C-](C#N)[N+]#N
1205,CC#[N+][C-](C#N)C#N
1206,COC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
1207,COC(=O)C#[N+][C-](C)C
1208,COC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
1209,CC#[N+][C-](C(C)=O)C(=O)NC
1210,CC(=O)C#[N+][CH-]c1ccccc1
1211,COC(=O)C#[N+][N-]C#N
1212,COC(=O)C#[N+][N-]C(=O)OC
1213,CC#[N+][CH-]C(=O)OC
1214,CNC(=O)[C-]([N+]#N)c1ccccc1
1215,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
1216,CNC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
1217,COC(=O)[C-]([N+]#CC#N)C(=O)OC
1218,COC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
1219,CC#[N+][C-](C)C
1220,COC(=O)[C-](C#N)[N+]#CC#N
1221,COC(=O)[N-][N+]#N
1222,CC#[N+][C-](C#N)c1ccccc1
1223,CNC(=O)[C-]([N+]#CC#N)c1ccccc1
1224,COC(=O)C#[N+][N-]C(=O)OC
1225,CNC(=O)C#[N+][C-](C)c1ccccc1
1226,C#[N+][C-](c1ccccc1)c1ccccc1
1227,CNC(=O)[CH-][N+]#N
1228,COC(=O)[C-](C)[N+]#CC(C)=O
1229,CC(=O)[C-](C#N)[N+]#N
1230,COC(=O)C#[N+][C-](C#N)C(=O)OC
1231,CNC(=O)C#[N+][O-]
1232,CNC(=O)[N-][N+]#N
1233,C#[N+][N-]C
1234,C(#[N+][CH-]c1ccccc1)c1ccccc1
1235,COC(=O)C#[N+][C-](C#N)C(=O)OC
1236,CNC(=O)[C-]([N+]#CC#N)C(=O)OC
1237,C#[N+][N-]c1ccccc1
1238,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
1239,C[N-][N+]#CC(C)=O
1240,CNC(=O)C#[N+][C-](C)C#N
1241,CC#[N+][CH-]C(C)=O
1242,CNC(=O)[C-](C#N)[N+]#CC(=O)OC
1243,N#CC#[N+][N-]c1ccccc1
1244,CNC(=O)C#[N+][N-]C(C)=O
1245,CC#[N+][N-]C(=O)NC
1246,N#CC#[N+][CH-]c1ccccc1
1247,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
1248,C(#[N+][CH-]c1ccccc1)c1ccccc1
1249,CC(=O)C#[N+][N-]C#N
1250,CNC(=O)[CH-][N+]#Cc1ccccc1
1251,CC(=O)C#[N+][N-]C(C)=O
1252,CC(=O)C#[N+][C-](C)C(C)=O
1253,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
1254,COC(=O)[C-]([N+]#CC#N)C(C)=O
1255,C#[N+][C-](C)C(=O)OC
1256,[CH2-][N+]#Cc1ccccc1
1257,COC(=O)[C-](C)[N+]#CC#N
1258,CC(=O)C#[N+][N-]C#N
1259,C[C-](C)[N+]#CC#N
1260,N#[N+][C-](c1ccccc1)c1ccccc1
1261,CC#[N+][C-](C(=O)OC)C(=O)OC
1262,CNC(=O)[C-](C)[N+]#N
1263,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
1264,C[CH-][N+]#CC(=O)OC
1265,CC#[N+][C-](C(=O)NC)c1ccccc1
1266,C#[N+][C-](C#N)c1ccccc1
1267,CC#[N+][CH-]C#N
1268,CC(=O)[C-](C)[N+]#CC#N
1269,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1270,C[C-](C)[N+]#N
1271,COC(=O)[C-]([N+]#CC#N)C(C)=O
1272,CC#[N+][C-](C)C(=O)NC
1273,CC#[N+][CH-]C
1274,CC(=O)C#[N+][C-](C)c1ccccc1
1275,CC#[N+][N-]c1ccccc1
1276,CC#[N+][N-]C(C)=O
1277,C[C-](C)[N+]#Cc1ccccc1
1278,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
1279,C[N-][N+]#N
1280,CC(=O)C#[N+][C-](C)C(C)=O
1281,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)OC
1282,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
1283,C[N-][N+]#Cc1ccccc1
1284,N#[N+][C-](c1ccccc1)c1ccccc1
1285,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
1286,C#[N+][N-]C
1287,COC(=O)C#[N+][C-](C#N)C#N
1288,CNC(=O)C#[N+][C-](C#N)C(=O)NC
1289,CC(=O)C#[N+][CH-]c1ccccc1
1290,C#[N+][C-](C(C)=O)C(C)=O
1291,CNC(=O)C#[N+][NH-]
1292,CC(=O)C#[N+][C-](C)C(C)=O
1293,CNC(=O)[N-][N+]#CC(=O)OC
1294,COC(=O)C#[N+][N-]C(C)=O
1295,C#[N+][C-](C)c1ccccc1
1296,COC(=O)[C-]([N+]#N)C(C)=O
1297,COC(=O)[C-](C#N)[N+]#N
1298,CC(=O)C#[N+][C-](C#N)c1ccccc1
1299,C[CH-][N+]#CC#N
1300,C[c-]1[o+]coc1=O
1301,C[n+]1noc(=O)[c-]1-c1ccccc1
1302,CC(=O)[c-]1c(=O)oc(C)[n+]1C
1303,COC(=O)[c-]1[nH+]c(C)oc1=O
1304,C[n+]1noc(=O)[c-]1-c1ccccc1
1305,O=c1on[o+][c-]1-c1ccccc1
1306,COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1307,CC(=O)c1[nH+][cH-]c(=O)o1
1308,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1309,CC(=O)c1oc(=O)[cH-][n+]1C
1310,C[c-]1[o+]noc1=O
1311,CNC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1312,Cc1oc(=O)[cH-][o+]1
1313,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1314,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1315,Cc1oc(=O)[cH-][o+]1
1316,CC(=O)c1oc(=O)[c-](C)[o+]1
1317,CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1318,O=c1oc[o+][c-]1-c1ccccc1
1319,COC(=O)c1oc(=O)[n-][o+]1
1320,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1321,C[c-]1[nH+]c(-c2ccccc2)oc1=O
1322,COC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1323,CNC(=O)[c-]1c(=O)oc[n+]1C
1324,C[c-]1c(=O)on[n+]1C
1325,N#C[c-]1[nH+]c(-c2ccccc2)oc1=O
1326,COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1327,O=c1on[o+][c-]1-c1ccccc1
1328,CNC(=O)c1oc(=O)[cH-][o+]1
1329,CC(=O)c1oc(=O)[n-][o+]1
1330,C[c-]1[o+]c(C#N)oc1=O
1331,N#Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1332,CC(=O)[c-]1[nH+]coc1=O
1333,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1334,CNC(=O)c1[nH+][c-](C)c(=O)o1
1335,CC(=O)c1[nH+][c-](C#N)c(=O)o1
1336,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1337,COC(=O)c1oc(=O)[n-][o+]1
1338,CC(=O)[c-]1[o+]coc1=O
1339,CNC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1340,O=c1oc(-c2ccccc2)[o+][c-]1-c1ccccc1
1341,C[c-]1[nH+]noc1=O
1342,COC(=O)[c-]1c(=O)oc(C)[n+]1C
1343,CC(=O)c1[nH+][n-]c(=O)o1
1344,C[c-]1[o+]c(C#N)oc1=O
1345,CC(=O)[c-]1c(=O)oc[n+]1C
1346,CNC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1347,CC(=O)[c-]1[nH+]coc1=O
1348,COC(=O)c1oc(=O)[c-](C#N)[o+]1
1349,CC(=O)[c-]1[nH+]c(C)oc1=O
1350,C[c-]1c(=O)oc[n+]1C
1351,CC(=O)c1oc(=O)[c-](C#N)[o+]1
1352,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1353,C[c-]1[nH+]c(C#N)oc1=O
1354,CNC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1355,CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C
1356,COC(=O)[c-]1c(=O)oc[n+]1C
1357,COC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1358,CC(=O)[c-]1c(=O)on[n+]1C
1359,CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1360,CC(=O)c1oc(=O)[cH-][n+]1C
1361,COC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1362,C[c-]1c(=O)on[n+]1C
1363,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1364,Cc1oc(=O)[cH-][o+]1
1365,COC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1366,CNC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1367,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1368,COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1369,CC(=O)c1[nH+][n-]c(=O)o1
1370,CC(=O)[c-]1[nH+]c(C)oc1=O
1371,COC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1372,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1373,COC(=O)c1[nH+][c-](C)c(=O)o1
1374,COC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1375,COC(=O)[c-]1c(=O)oc(C)[n+]1C
1376,C[c-]1[o+]noc1=O
1377,Cc1oc(=O)[c-](C#N)[n+]1C
1378,C[c-]1[o+]c(C#N)oc1=O
1379,CC(=O)c1oc(=O)[n-][o+]1
1380,COC(=O)c1oc(=O)[c-](C)[n+]1C
1381,COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1382,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
