,dipole
436,COC(=O)[CH-][O+]=CC#N
437,COC(=O)[C-](C#N)[N+](C)=CC(C)=O
438,COC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
439,COC(=O)[C-](C#N)[O+]=C(C#N)C#N
440,CC(=O)[C-](C)[NH+]=CC#N
441,N#CC(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
442,CNC(=O)[N-][N+](C)=NC(C)=O
443,CNC(=O)[C-]([O+]=CC(C)=O)c1ccccc1
444,COC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
445,CNC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(=O)NC
446,CNC(=O)[C-]([O+]=C(C)C#N)C(=O)OC
447,COC(=O)C(C#N)=[N+](C)[N-]C(C)=O
448,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(=O)NC
449,CNC(=O)[N-][NH+]=CC(=O)OC
450,[CH2-][O+]=CC
451,CNC(=O)[C-]([NH+]=CC(C)=O)c1ccccc1
452,CNC(=O)N=[N+](C)[O-]
453,COC(=O)[C-](C)[N+](C)=C(C)C
454,C[N-][N+](C)=CC(C)=O
455,COC(=O)C(C#N)=[O+][C-](C#N)C(C)=O
456,N#C[C-](C#N)[NH+]=Cc1ccccc1
457,CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)C(=O)OC
458,COC(=O)[C-](C)[O+]=C(C)C(C)=O
459,C[C-](C)[NH+]=Cc1ccccc1
460,CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)C(=O)OC
461,CC(=O)[C-](C)[NH+]=C(C)c1ccccc1
462,CC(=O)C(C#N)=[N+](C)[O-]
463,CNC(=O)C=[NH+][C-](C)C
464,C[CH-][NH+]=C(C(C)=O)c1ccccc1
465,CNC(=O)C=[NH+][CH-]C(=O)NC
466,CC(=O)C(C#N)=[NH+][C-](C)C(C)=O
467,CC(=O)C(C#N)=[O+][C-](C#N)C#N
468,CC(=O)C=[NH+][C-](C)c1ccccc1
469,CNC(=O)[N-][NH+]=C(C(C)=O)C(=O)OC
470,CC(=[NH+][C-](C#N)C#N)c1ccccc1
471,C(=[O+][N-]c1ccccc1)c1ccccc1
472,COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
473,COC(=O)C(=[NH+][C-](C(=O)OC)C(=O)OC)C(=O)OC
474,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C#N)c1ccccc1
475,COC(=O)C(=[O+][CH-]C#N)c1ccccc1
476,CNC(=O)C(C)=[NH+][C-](C(=O)OC)C(=O)OC
477,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(=O)OC
478,CNC(=O)[C-](C(C)=O)[N+](C)=CC#N
479,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)OC)c1ccccc1
480,COC(=O)[C-](C)[O+]=C(C#N)c1ccccc1
481,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)OC
482,CNC(=O)C=[NH+][C-](C#N)C(=O)NC
483,N#CC(C#N)=[NH+][C-](c1ccccc1)c1ccccc1
484,CNC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1
485,CNC(=O)C(C)=[NH+][C-](C(=O)NC)c1ccccc1
486,CNC(=O)C(C#N)=[N+](C)[C-](C#N)C(C)=O
487,CNC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1
488,CNC(=O)C(C#N)=[O+][CH-]c1ccccc1
489,CC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1
490,CC(=O)C(C)=[O+][C-](C)C
491,COC(=O)[C-](C#N)[NH+]=C(C#N)c1ccccc1
492,CNC(=O)C(c1ccccc1)=[N+](C)[CH-]C(=O)OC
493,CNC(=O)C=[NH+][NH-]
494,C[N+](=C(c1ccccc1)c1ccccc1)[C-](c1ccccc1)c1ccccc1
495,C[N-][O+]=C(C(C)=O)c1ccccc1
496,CC(C)=[N+](C)[CH-]C#N
497,COC(=O)C=[N+](C)[C-](C(=O)OC)c1ccccc1
498,CC(=O)C=[NH+][C-](C(C)=O)C(C)=O
499,CNC(=O)C(C(=O)OC)=[N+](C)[CH-]C(=O)OC
500,CC(=O)C(=[NH+][O-])C(C)=O
501,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(C)=O)c1ccccc1
502,C[N-][NH+]=C(C(=O)OC)C(=O)OC
503,CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)C(=O)NC
504,COC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1
505,COC(=O)C=[O+][CH-]C#N
506,C[N-][O+]=C(C)C
507,CNC(=O)[C-](C#N)[N+](C)=CC(C)=O
508,CC(=O)C(C#N)=[NH+][C-](C#N)C#N
509,CNC(=O)C(C#N)=[N+](C)[O-]
510,COC(=O)[N-][O+]=C(C)C
511,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
512,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
513,C[N+]([CH-]C#N)=C(C#N)c1ccccc1
514,CNC(=O)C=[O+][C-](C#N)C(=O)NC
515,CC(=O)C(C)=[O+][C-](C)C#N
516,CNC(=O)[N-][O+]=C(C(=O)NC)C(=O)OC
517,CC(=O)[C-](C#N)[O+]=C(C#N)c1ccccc1
518,COC(=O)C(=[NH+][CH-]C(C)=O)C(=O)OC
519,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(=O)OC
520,COC(=O)C(C)=[O+][O-]
521,COC(=O)C(c1ccccc1)=[N+](C)[N-]C(C)=O
522,CC(=O)C(C#N)=[O+][O-]
523,CC(=O)[C-](C)[O+]=C(C#N)C#N
524,CNC(=O)[C-]([NH+]=C(C)c1ccccc1)C(=O)OC
525,C[N+](=Cc1ccccc1)[C-](C#N)C#N
526,CNC(=O)C(C)=[O+][O-]
527,CNC(=O)[C-]([O+]=C(C)C#N)C(C)=O
528,C[C-](C)[NH+]=Cc1ccccc1
529,CC(=O)C=[NH+][CH-]C(C)=O
530,CC(=O)C(C)=[NH+][C-](C(C)=O)c1ccccc1
531,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)OC
532,C=[O+][CH-]C(=O)NC
533,C[N+](=CC#N)[C-](c1ccccc1)c1ccccc1
534,COC(=O)[N-][NH+]=C(C)c1ccccc1
535,CC(=O)C=[O+][N-]c1ccccc1
536,N#CC(=[O+][C-](C#N)C#N)c1ccccc1
537,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)OC)c1ccccc1
538,CC(=O)C(C(C)=O)=[N+](C)[C-](C)C
539,COC(=O)[C-]([O+]=C(C#N)C(C)=O)c1ccccc1
540,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
541,COC(=O)C(C#N)=[O+][CH-]c1ccccc1
542,CNC(=O)C(C#N)=[NH+][C-](C(C)=O)c1ccccc1
543,CNC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1
544,CNC(=O)[C-]([NH+]=CC(=O)OC)C(=O)NC
545,COC(=O)C(=[NH+][NH-])C(C)=O
546,CNC(=O)C(=[NH+][CH-]C(C)=O)C(=O)OC
547,CNC(=O)N=[N+](C)[O-]
548,C[C-](c1ccccc1)[N+](C)=C(C#N)c1ccccc1
549,COC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(=O)OC
550,C=[N+](C)[C-](C#N)C(=O)OC
551,CNC(=O)[C-](c1ccccc1)[N+](C)=C(c1ccccc1)c1ccccc1
552,CNC(=O)[C-](C#N)[O+]=CC#N
553,CNC(=O)[C-](C)[N+](C)=C(C)c1ccccc1
554,CNC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1
555,C[N-][NH+]=CC(=O)NC
556,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
557,COC(=O)C(=[O+][C-](C)C(=O)OC)C(=O)OC
558,CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)C(C)=O
559,COC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
560,COC(=O)[CH-][N+](C)=C(C)c1ccccc1
561,CNC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)c1ccccc1
562,CC(=O)C(=[O+][C-](C)C)c1ccccc1
563,C[CH-][NH+]=C(C)C
564,COC(=O)C(=[O+][N-]C#N)C(C)=O
565,CNC(=O)[N-][O+]=C(C(=O)OC)C(=O)OC
566,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(=O)OC
567,[CH2-][NH+]=C(C)C#N
568,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O
569,C[CH-][O+]=C(C(=O)NC)C(=O)OC
570,N#C[N-][NH+]=Nc1ccccc1
571,CNC(=O)C(=[NH+][O-])C(C)=O
572,CC(C#N)=[N+](C)[N-]c1ccccc1
573,CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O
574,CC(=O)[N-][O+]=NC#N
575,CNC(=O)[C-]([O+]=CC#N)C(=O)NC
576,COC(=O)[C-](C#N)[O+]=C(C)c1ccccc1
577,CNC(=O)C(=[O+][C-](C)C#N)C(C)=O
578,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
579,CC(=O)[C-]([NH+]=CC#N)c1ccccc1
580,CNC(=O)[C-](C#N)[N+](C)=C(C(=O)OC)c1ccccc1
581,CC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1
582,COC(=O)C(=[O+][C-](C#N)C#N)C(=O)OC
583,CNC(=O)C=[O+][N-]C(=O)NC
584,c1ccc([N-][NH+]=C(c2ccccc2)c2ccccc2)cc1
585,[CH2-][N+](C)=C(C#N)c1ccccc1
586,C[N-][NH+]=C(C(=O)NC)C(=O)OC
587,COC(=O)[C-](C#N)[O+]=CC(C)=O
588,CC(=O)C=[NH+][CH-]C#N
589,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)NC
590,CC(C#N)=[N+](C)[CH-]c1ccccc1
591,CC(C)=[NH+][O-]
592,COC(=O)[C-](C(C)=O)[N+](C)=C(c1ccccc1)c1ccccc1
593,COC(=O)C(=[NH+][CH-]C#N)c1ccccc1
594,CNC(=O)C=[NH+][CH-]C#N
595,CNC(=O)[C-](C#N)[N+](C)=C(C)C(=O)OC
596,CC(C#N)=[N+](C)[C-](C#N)C#N
597,CN=[N+](C)[N-]C(=O)OC
598,C=[N+](C)[C-](c1ccccc1)c1ccccc1
599,COC(=O)C=[O+][C-](C#N)C#N
600,CC=[O+][N-]c1ccccc1
601,CC(=O)C=[N+](C)[C-](C)c1ccccc1
602,CNC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(=O)OC
603,CNC(=O)[CH-][N+](C)=C(C)c1ccccc1
604,C=[NH+][CH-]C
605,CNC(=O)C(C)=[O+][C-](C(=O)OC)C(=O)OC
606,COC(=O)C(C)=[O+][C-](C)c1ccccc1
607,C[C-](c1ccccc1)[N+](C)=C(C#N)c1ccccc1
608,CC=[N+](C)[C-](C(C)=O)C(=O)OC
609,COC(=O)C(C(C)=O)=[N+](C)[N-]c1ccccc1
610,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C
611,CNC(=O)[C-](C#N)[N+](C)=C(C)C(C)=O
612,CNC(=O)C=[N+](C)[C-](C#N)C(C)=O
613,CC=[NH+][C-](C#N)C#N
614,COC(=O)C(c1ccccc1)=[N+](C)[C-](c1ccccc1)c1ccccc1
615,CC(=O)[CH-][O+]=C(C)C
616,C[CH-][O+]=C(C(C)=O)C(=O)OC
617,CC(=O)C=[O+][C-](C)C#N
618,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
619,CNC(=O)[N-][O+]=C(C(=O)NC)C(=O)NC
620,CNC(=O)C(=[O+][O-])c1ccccc1
621,CC(=O)C(C)=[N+](C)[C-](C(C)=O)c1ccccc1
622,CC(C)=[N+](C)[C-](C#N)c1ccccc1
623,C=[N+](C)[N-]C(C)=O
624,C[CH-][N+](C)=C(C(C)=O)c1ccccc1
625,COC(=O)[N-][NH+]=C(C#N)c1ccccc1
626,CC(=O)C(C#N)=[NH+][C-](C#N)c1ccccc1
627,CC(=O)C=[O+][C-](C(C)=O)c1ccccc1
628,COC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
629,CC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1
630,C[C-](C#N)[O+]=CC#N
631,COC(=O)C(C#N)=[N+](C)[C-](C(=O)OC)c1ccccc1
632,CNC(=O)C(C)=[NH+][C-](C(=O)NC)C(=O)OC
633,CNC(=O)C(C#N)=[N+](C)[N-]C#N
634,CNC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
635,COC(=O)C=[NH+][C-](C)C
636,CNC(=O)C(C#N)=[NH+][C-](C#N)C#N
637,COC(=O)C(=[O+][N-]c1ccccc1)c1ccccc1
638,CC(=O)C=[N+](C)[N-]C#N
639,CNC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
640,N#C[C-]([O+]=Cc1ccccc1)c1ccccc1
641,CNC(=O)C(C)=[NH+][O-]
642,CC=[O+][C-](C(C)=O)c1ccccc1
643,CNC(=O)C=[NH+][N-]C(C)=O
644,COC(=O)N=[O+][N-]c1ccccc1
645,CNC(=O)C(C)=[NH+][C-](C)C#N
646,COC(=O)C(C(=O)OC)=[N+](C)[CH-]C#N
647,CNC(=O)C(C)=[NH+][C-](C#N)C(C)=O
648,CC(=[O+][N-]C#N)c1ccccc1
649,CC(=O)C(C#N)=[N+](C)[C-](C#N)c1ccccc1
650,C[C-](C)[O+]=CC#N
651,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C#N
652,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)NC
653,CNC(=O)C(C)=[NH+][CH-]C#N
654,[CH2-][NH+]=C(C)C(C)=O
655,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
656,CC=[N+](C)[C-](C(C)=O)C(C)=O
657,COC(=O)C=[NH+][N-]c1ccccc1
658,COC(=O)C(=[NH+][CH-]c1ccccc1)C(=O)OC
659,COC(=O)[N-][O+]=Nc1ccccc1
660,CC=[N+](C)[CH-]C
661,COC(=O)C(C(=O)OC)=[N+](C)[CH-]C#N
662,CNC(=O)C(C)=[NH+][CH-]C(C)=O
663,CC(C#N)=[N+](C)[CH-]c1ccccc1
664,CNC(=O)C=[NH+][CH-]C#N
665,C[C-](C)[NH+]=C(c1ccccc1)c1ccccc1
666,CNC(=O)C(=[NH+][O-])C(=O)OC
667,COC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)C(C)=O
668,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(=O)NC
669,COC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(C)=O
670,CNC(=O)[C-](C)[N+](C)=C(C)C
671,CC(=O)[CH-][N+](C)=C(C(C)=O)c1ccccc1
672,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
673,CNC(=O)C=[N+](C)[C-](C)C(=O)OC
674,CN=[O+][N-]C(=O)NC
675,CNC(=O)N=[NH+][N-]C(=O)OC
676,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)C(C)=O
677,COC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(C)=O
678,COC(=O)C=[N+](C)[C-](C#N)C(=O)OC
679,C[CH-][O+]=C(C(C)=O)c1ccccc1
680,CNC(=O)C(C#N)=[N+](C)[CH-]C#N
681,CNC(=O)[CH-][O+]=C(C#N)C(=O)NC
682,N#C[CH-][NH+]=C(C#N)c1ccccc1
683,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)NC
684,COC(=O)C(C#N)=[O+][C-](C)C
685,[NH-][NH+]=Cc1ccccc1
686,COC(=O)C(C)=[N+](C)[C-](C#N)C(C)=O
687,CC(=O)[CH-][NH+]=C(C#N)c1ccccc1
688,CNC(=O)N=[O+][N-]C(=O)OC
689,C=[NH+][C-](C(=O)NC)C(=O)NC
690,COC(=O)N=[N+](C)[N-]C#N
691,CC(C#N)=[NH+][C-](C)C#N
692,CNC(=O)C(C(=O)NC)=[N+](C)[N-]C(=O)OC
693,COC(=O)C(=[NH+][NH-])C(=O)OC
694,CN=[O+][N-]C
695,CNC(=O)[C-]([O+]=C(C)C)C(C)=O
696,[CH2-][O+]=C(C)C
697,COC(=O)[CH-][NH+]=C(C#N)C(C)=O
698,CNC(=O)[C-](C#N)[NH+]=CC(C)=O
699,COC(=O)N=[NH+][N-]C(=O)OC
700,CNC(=O)[C-](C(=O)NC)[N+](C)=CC#N
701,COC(=O)C=[NH+][NH-]
702,COC(=O)C(C#N)=[NH+][C-](c1ccccc1)c1ccccc1
703,CNC(=O)C(=[NH+][C-](C(=O)NC)c1ccccc1)c1ccccc1
704,CNC(=O)C(=[NH+][CH-]C(=O)OC)C(=O)NC
705,COC(=O)C(=[NH+][N-]C#N)c1ccccc1
706,CNC(=O)[C-]([O+]=C(C#N)c1ccccc1)c1ccccc1
707,COC(=O)[CH-][O+]=C(C#N)c1ccccc1
708,CC(=O)C(C#N)=[N+](C)[O-]
709,CC(=[NH+][C-](C#N)C#N)c1ccccc1
710,CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)NC
711,COC(=O)C(=[NH+][N-]c1ccccc1)C(=O)OC
712,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)c1ccccc1
713,C[CH-][NH+]=C(c1ccccc1)c1ccccc1
714,COC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1
715,CNC(=O)C(C)=[NH+][C-](C)C(=O)OC
716,CC(=O)C(C#N)=[NH+][CH-]C#N
717,COC(=O)[N-][O+]=NC#N
718,CC(=O)C=[O+][C-](C)C(C)=O
719,CC(c1ccccc1)=[N+](C)[C-](C#N)C#N
720,CC(=O)[N-][N+](C)=C(c1ccccc1)c1ccccc1
721,CNC(=O)[N-][N+](C)=C(C)c1ccccc1
722,COC(=O)C=[O+][C-](C(=O)OC)c1ccccc1
723,CNC(=O)C=[N+](C)[O-]
724,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)NC
725,COC(=O)C(C(C)=O)=[N+](C)[CH-]C(C)=O
726,COC(=O)[CH-][O+]=C(C)C#N
727,[CH2-][N+](C)=Cc1ccccc1
728,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
729,CNC(=O)C(C#N)=[O+][C-](C(=O)OC)c1ccccc1
730,COC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
731,COC(=O)C=[N+](C)[N-]C(C)=O
732,COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O
733,COC(=O)C(C(=O)OC)=[N+](C)[CH-]C(C)=O
734,CNC(=O)C(=[O+][C-](C)C(=O)NC)C(C)=O
735,CC=[N+](C)[C-](C#N)C(=O)NC
736,CNC(=O)C(=[O+][N-]C#N)c1ccccc1
737,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
738,COC(=O)[C-](C)[N+](C)=CC#N
739,COC(=O)C(C)=[NH+][C-](C)c1ccccc1
740,COC(=O)C=[N+](C)[C-](C#N)c1ccccc1
741,CC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C#N
742,CC(C)=[O+][C-](C#N)C#N
743,CNC(=O)C(=[NH+][C-](C)C#N)C(=O)OC
744,CC(=O)[N-][O+]=NC#N
745,CC(C#N)=[N+](C)[C-](C#N)C#N
746,CNC(=O)[CH-][O+]=Cc1ccccc1
747,CNC(=O)C(C)=[N+](C)[CH-]C(=O)OC
748,CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
749,C[N+]([CH-]C#N)=C(c1ccccc1)c1ccccc1
750,C[C-](C#N)[O+]=C(C#N)C#N
751,COC(=O)[C-](C#N)[O+]=C(C)C
752,[CH2-][N+](C)=C(C(=O)OC)C(=O)OC
753,CC(C)=[O+][C-](C)C#N
754,COC(=O)C=[N+](C)[CH-]C(C)=O
755,N#C[N-][O+]=C(C#N)c1ccccc1
756,CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
757,CNC(=O)C(C)=[O+][C-](C#N)C#N
758,COC(=O)C(=[NH+][C-](C)C)C(=O)OC
759,CNC(=O)N=[N+](C)[N-]C(C)=O
760,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(C)=O
761,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(C)=O
762,CC(C)=[NH+][CH-]c1ccccc1
763,COC(=O)[CH-][N+](C)=C(C(C)=O)c1ccccc1
764,C=[NH+][CH-]C(=O)OC
765,CNC(=O)[C-](C)[NH+]=C(C)c1ccccc1
766,COC(=O)C(C)=[NH+][N-]C(C)=O
767,COC(=O)C(C)=[NH+][C-](C#N)C(C)=O
768,C[C-](C#N)[N+](C)=C(C#N)c1ccccc1
769,C[N-][NH+]=NC(=O)OC
770,[CH2-][NH+]=C(C(C)=O)C(=O)NC
771,COC(=O)[C-](C#N)[NH+]=C(C#N)C#N
772,CC(=O)[CH-][N+](C)=C(C)C(C)=O
773,CC(C#N)=[N+](C)[N-]C#N
774,C[N+](=CC#N)[C-](C#N)c1ccccc1
775,CNC(=O)[C-]([O+]=C(C)C(=O)OC)C(C)=O
776,COC(=O)[N-][N+](C)=C(C#N)c1ccccc1
777,COC(=O)C=[NH+][C-](C(C)=O)c1ccccc1
778,CC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
779,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC
780,COC(=O)C=[NH+][C-](C)C
781,CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)C(=O)NC
782,N#C[N-][NH+]=C(c1ccccc1)c1ccccc1
783,CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O
784,CC(=O)C=[O+][C-](C#N)C(C)=O
785,COC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1
786,C[CH-][NH+]=C(C)C
787,CC=[NH+][C-](C)C#N
788,[CH2-][NH+]=CC(=O)OC
789,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)NC)C(=O)OC
790,CNC(=O)[C-](C#N)[NH+]=C(C)C#N
791,CC=[NH+][C-](C)C(=O)NC
792,C[N-][NH+]=C(C(=O)NC)C(=O)OC
793,C=[NH+][CH-]C
794,CNC(=O)C=[O+][C-](c1ccccc1)c1ccccc1
795,CNC(=O)[C-](C)[O+]=CC(C)=O
796,C[N-][NH+]=C(C#N)C#N
797,COC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
798,c1ccc(C(=[O+][C-](c2ccccc2)c2ccccc2)c2ccccc2)cc1
799,CC(=O)C=[NH+][C-](C(C)=O)C(C)=O
800,COC(=O)N=[NH+][N-]c1ccccc1
801,COC(=O)C(=[O+][CH-]C(C)=O)C(C)=O
802,CNC(=O)[C-]([O+]=C(C(C)=O)C(=O)OC)C(=O)NC
803,CC(=O)C(C#N)=[O+][C-](C(C)=O)C(C)=O
804,CNC(=O)C(=[O+][CH-]C(C)=O)c1ccccc1
805,COC(=O)C=[O+][N-]C#N
806,COC(=O)C(=[NH+][N-]C#N)C(C)=O
807,CNC(=O)[CH-][O+]=C(C)C
808,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)c1ccccc1
809,CC(=O)N=[NH+][N-]c1ccccc1
810,CNC(=O)C(C#N)=[O+][C-](C(=O)NC)C(=O)OC
811,CNC(=O)C=[N+](C)[C-](C#N)c1ccccc1
812,CC(C#N)=[O+][O-]
813,CNC(=O)C(=[NH+][CH-]C#N)C(C)=O
814,CC(=O)[CH-][N+](C)=CC#N
815,CNC(=O)C(c1ccccc1)=[N+](C)[CH-]c1ccccc1
816,CC=[N+](C)[C-](C#N)C(=O)NC
817,CC(=O)C=[N+](C)[C-](C#N)c1ccccc1
818,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(C)=O
819,COC(=O)C(C#N)=[O+][N-]c1ccccc1
820,COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
821,C[N-][O+]=C(C(=O)OC)c1ccccc1
822,CC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(C)=O
823,CNC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(=O)OC
824,COC(=O)C=[NH+][CH-]C(C)=O
825,COC(=O)C(=[NH+][CH-]C(C)=O)C(C)=O
826,CC(=O)[C-]([NH+]=C(C)C#N)C(C)=O
827,CNC(=O)[CH-][O+]=C(C)C(=O)NC
828,CNC(=O)C(=[O+][C-](C#N)C(=O)OC)C(C)=O
829,CNC(=O)[N-][O+]=Nc1ccccc1
830,[CH2-][N+](C)=C(C(C)=O)c1ccccc1
831,CC(C#N)=[NH+][N-]c1ccccc1
832,COC(=O)[N-][NH+]=N
833,CNC(=O)C(=[O+][CH-]C#N)c1ccccc1
834,COC(=O)[CH-][O+]=C(C(C)=O)c1ccccc1
835,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)c1ccccc1
836,CNC(=O)C=[N+](C)[CH-]C(=O)NC
837,CC(=O)C(=[O+][NH-])c1ccccc1
838,CNC(=O)[N-][NH+]=C(C(=O)NC)C(=O)OC
839,CNC(=O)C(C#N)=[NH+][CH-]c1ccccc1
840,CC(=O)[CH-][N+](C)=C(C#N)C#N
841,CC(=O)[CH-][N+](C)=Cc1ccccc1
842,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(=O)NC
843,CNC(=O)[C-]([O+]=C(C#N)C(C)=O)C(=O)NC
844,CC(=O)[C-](C#N)[O+]=C(C#N)C#N
845,COC(=O)C(C)=[O+][C-](C(C)=O)c1ccccc1
846,CNC(=O)C(=[O+][N-]C#N)C(=O)NC
847,CC(=O)[N-][O+]=C(c1ccccc1)c1ccccc1
848,CC(C#N)=[N+](C)[C-](C)C
849,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(C)=O
850,C=[N+](C)[C-](C#N)C(=O)NC
851,CNC(=O)C=[NH+][C-](C)C(=O)OC
852,CNC(=O)C=[N+](C)[C-](C(=O)NC)C(=O)OC
853,[CH2-][N+](C)=C(C(C)=O)C(=O)NC
854,[O-][NH+]=C(c1ccccc1)c1ccccc1
855,CC(=O)[C-](C#N)[N+](C)=Cc1ccccc1
856,CNC(=O)[N-][N+](C)=C(C(C)=O)c1ccccc1
857,CNC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
858,COC(=O)[C-](C#N)[N+](C)=C(C#N)C#N
859,CC(C#N)=[O+][N-]c1ccccc1
860,CC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(C)=O
861,COC(=O)[CH-][N+](C)=C(C#N)C#N
862,COC(=O)[C-](C#N)[N+](C)=C(C)C
863,COC(=O)C(C(=O)OC)=[N+](C)[O-]
864,CC(=[O+][NH-])c1ccccc1
865,CNC(=O)C(=[O+][C-](C#N)C(=O)OC)C(C)=O
866,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1
867,CC(=O)C(C)=[NH+][C-](C(C)=O)C(C)=O
868,CNC(=O)[C-]([O+]=C(C)C(=O)OC)C(=O)OC
869,C[CH-][O+]=C(C(C)=O)C(C)=O
870,CN=[NH+][N-]c1ccccc1
871,CC(=O)C(C)=[N+](C)[C-](C#N)C#N
872,COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
873,CC(=O)C(C#N)=[O+][C-](C)C(C)=O
874,N#C[N-][O+]=Cc1ccccc1
875,CC(C#N)=[NH+][N-]c1ccccc1
876,CC(C)=[NH+][O-]
877,CNC(=O)C(C)=[NH+][C-](C)C
878,C[N-][O+]=C(C#N)C(=O)OC
