,dipole
1370,COC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
1371,CNC(=O)[c-]1c(=O)oc[n+]1C
1372,C[n+]1noc(=O)[c-]1-c1ccccc1
1373,CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1374,COC(=O)[c-]1[o+]noc1=O
1375,CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1376,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
1377,CNC(=O)c1oc(=O)[cH-][o+]1
1378,C[c-]1[o+]c(C#N)oc1=O
1379,CNC(=O)c1oc(=O)[c-](C#N)[o+]1
1380,COC(=O)c1[nH+][c-](C(=O)OC)c(=O)o1
1381,COC(=O)c1[nH+][c-](C)c(=O)o1
1382,C[c-]1c(=O)oc(C#N)[n+]1C
1383,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1384,CNC(=O)c1oc(=O)[c-](C)[o+]1
1385,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
1386,COC(=O)[c-]1[o+]noc1=O
1387,Cc1oc(=O)[c-](C#N)[o+]1
1388,C[c-]1c(=O)on[n+]1C
1389,COC(=O)[c-]1c(=O)on[n+]1C
1390,COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1391,C[n+]1c(-c2ccccc2)oc(=O)[c-]1C#N
1392,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1393,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1394,COC(=O)[c-]1[o+]coc1=O
1395,COC(=O)c1oc(=O)[c-](C#N)[o+]1
1396,COC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
1397,CNC(=O)c1oc(=O)[c-](C#N)[n+]1C
1398,COC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1399,Cc1[nH+][c-](C)c(=O)o1
1400,COC(=O)c1[nH+][n-]c(=O)o1
1401,COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1402,CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C
1403,CNC(=O)[c-]1[nH+]c(C(=O)OC)oc1=O
1404,CC(=O)c1[nH+][cH-]c(=O)o1
1405,COC(=O)[c-]1c(=O)oc(C)[n+]1C
1406,COC(=O)[c-]1[nH+]c(C#N)oc1=O
1407,CNC(=O)c1oc(=O)[cH-][o+]1
1408,O=c1[cH-][nH+]c(-c2ccccc2)o1
1409,COC(=O)c1oc(=O)[c-](C#N)[o+]1
1410,CNC(=O)c1oc(=O)[c-](C#N)[n+]1C
1411,Cc1[nH+][c-](C#N)c(=O)o1
1412,CNC(=O)[c-]1c(=O)oc[n+]1C
1413,CC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1414,C[n+]1c(C#N)oc(=O)[c-]1-c1ccccc1
1415,CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C
1416,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1417,Cc1[nH+][cH-]c(=O)o1
1418,O=c1[cH-][o+]c(-c2ccccc2)o1
1419,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
1420,CNC(=O)c1oc(=O)[n-][n+]1C
1421,CNC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1422,CC(=O)[c-]1[nH+]coc1=O
1423,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1424,C[c-]1c(=O)oc(C#N)[n+]1C
1425,O=c1oc[o+][c-]1-c1ccccc1
1426,COC(=O)c1[nH+][c-](C#N)c(=O)o1
1427,CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
1428,C[n+]1[n-]c(=O)oc1-c1ccccc1
1429,N#Cc1oc(=O)[c-](-c2ccccc2)[o+]1
1430,CNC(=O)c1oc(=O)[c-](C#N)[n+]1C
1431,CC(=O)[c-]1[o+]c(C)oc1=O
1432,CC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1433,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1434,COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
1435,C[c-]1[o+]noc1=O
1436,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1437,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1438,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1439,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1440,CC(=O)c1oc(=O)[c-](C#N)[n+]1C
1441,CC(=O)[c-]1c(=O)oc(C)[n+]1C
1442,CC(=O)[c-]1[o+]c(C#N)oc1=O
1443,CC(=O)[c-]1c(=O)on[n+]1C
1444,COC(=O)c1oc(=O)[n-][o+]1
1445,CNC(=O)[c-]1[o+]coc1=O
1446,COC(=O)c1[nH+][cH-]c(=O)o1
1447,CC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1448,COC(=O)c1[nH+][c-](C)c(=O)o1
1449,CNC(=O)c1oc(=O)[c-](C)[n+]1C
1450,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
1451,COC(=O)c1[nH+][c-](C#N)c(=O)o1
1452,COC(=O)[c-]1c(=O)on[n+]1C
1453,O=c1[cH-][nH+]c(-c2ccccc2)o1
1454,COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1455,N#Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1456,CNC(=O)c1[nH+][cH-]c(=O)o1
1457,C[c-]1c(=O)on[n+]1C
1458,COC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
1459,Cc1[nH+][c-](C)c(=O)o1
1460,CNC(=O)c1oc(=O)[c-](C(C)=O)[n+]1C
1461,CC(=O)[c-]1c(=O)oc[n+]1C
1462,COC(=O)c1oc(=O)[n-][o+]1
1463,N#Cc1[nH+][c-](-c2ccccc2)c(=O)o1
1464,COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
1465,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1466,COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1467,C[n+]1[cH-]c(=O)oc1-c1ccccc1
1468,CNC(=O)c1oc(=O)[cH-][o+]1
1469,COC(=O)c1oc(=O)[c-](C#N)[o+]1
1470,C[c-]1[o+]c(C#N)oc1=O
1471,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1472,Cc1oc(=O)[c-](-c2ccccc2)[n+]1C
1473,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1474,CC(=O)c1[nH+][c-](C(C)=O)c(=O)o1
1475,COC(=O)c1oc(=O)[n-][n+]1C
1476,CNC(=O)c1oc(=O)[c-](C(C)=O)[o+]1
1477,CC(=O)c1[nH+][cH-]c(=O)o1
1478,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
1479,CNC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1480,CC(=O)c1[nH+][c-](C)c(=O)o1
1481,CC(=O)[c-]1[nH+]coc1=O
1482,CC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1483,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
1484,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
1485,COC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1486,O=c1oc[o+][c-]1-c1ccccc1
1487,C[c-]1c(=O)oc[n+]1C
1488,CNC(=O)[c-]1[o+]c(C(C)=O)oc1=O
1489,CNC(=O)[c-]1c(=O)oc[n+]1C
1490,COC(=O)[c-]1[o+]noc1=O
1491,CNC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
1492,CNC(=O)[c-]1[o+]c(C(=O)OC)oc1=O
1493,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
1494,CNC(=O)[c-]1[o+]noc1=O
1495,CNC(=O)c1[nH+][c-](C(C)=O)c(=O)o1
1496,CNC(=O)c1[nH+][c-](C)c(=O)o1
1497,C[n+]1coc(=O)[c-]1-c1ccccc1
1498,Cc1oc(=O)[n-][n+]1C
1499,CC(=O)[c-]1[o+]c(C#N)oc1=O
