,dipolarophile
536,CC(=O)C1(C(C)=O)C#CC(C)(Br)CCCC1
537,COC(=O)C1(C#N)C#CC(C(=O)OC)(C(=O)OC)CCCC1
538,CNC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
539,CC1(C)C#CC(Br)(Br)CCCC1
540,N#CC1(F)C#CC(Cl)(Cl)CCCC1
541,COC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
542,COC(=O)C1(C#N)C#CC(F)(F)CCCC1
543,N#CC1(Br)C#CC(Cl)(Cl)CCCC1
544,COC(=O)C1(C(=O)OC)C#CC(C)(Br)CCCC1
545,CC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
546,CC(=O)C1C#CC(C)(C)CCCC1
547,FC(F)(F)C1(F)C#CC(Br)(Br)CCCC1
548,COC1(OC)C#CC(Br)(Br)CCCC1
549,COC1(OC)C#CC(c2ccccc2)CCCC1
550,COC(=O)C1(Cl)C#CCCCCC1
551,CNC(=O)C1(C(=O)NC)C#CC(Br)(C#N)CCCC1
552,COC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
553,CNC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
554,COC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
555,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(c2ccccc2)CCCC1
556,CNC(=O)C1C#CC(OC)(OC)CCCC1
557,COC1(Br)C#CC(Br)(Br)CCCC1
558,COC(=O)C1(C#N)C#CC(Br)(Br)CCCC1
559,COC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
560,C1#CCCCCCC1
561,COC(=O)C1(Br)C#CC(F)(F)CCCC1
562,COC(=O)C1(Br)C#CCCCCC1
563,FC(F)(F)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
564,CC1(C)C#CC(C)(c2ccccc2)CCCC1
565,CC1(Cl)C#CC(Cl)(Cl)CCCC1
566,COC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
567,FC1(F)C#CC(F)(c2ccccc2)CCCC1
568,COC1(F)C#CC(F)(F)CCCC1
569,COC(=O)C1(F)C#CCCCCC1
570,CNC(=O)C1(Cl)C#CC(OC)(OC)CCCC1
571,COC1(OC)C#CC(Br)CCCC1
572,CNC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
573,CC1(C)C#CC(F)(C(F)(F)F)CCCC1
574,CNC(=O)C1(C#N)C#CC(F)(F)CCCC1
575,COC1(OC)C#CCCCCC1
576,FC1(F)C#CC(Cl)CCCC1
577,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
578,CNC(=O)C1(Br)C#CC(F)(F)CCCC1
579,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1
580,N#CC1(C#N)C#CC(F)(C(F)(F)F)CCCC1
581,COC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
582,CNC(=O)C1(C(=O)NC)C#CC(OC)CCCC1
583,CC1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
584,CC1(F)C#CC(Cl)(Cl)CCCC1
585,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(c2ccccc2)CCCC1
586,CNC(=O)C1C#CC(C(=O)OC)(C(=O)OC)CCCC1
587,COC1(OC)C#CC(C(C)=O)CCCC1
588,CNC(=O)C1(F)C#CC(OC)(OC)CCCC1
589,FC(F)(F)C1(Cl)C#CCCCCC1
590,CC(=O)C1(C(C)=O)C#CC(C#N)CCCC1
591,COC1(C(C)=O)C#CC(Cl)(Cl)CCCC1
592,FC(F)(F)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
593,COC1(F)C#CC(Cl)(Cl)CCCC1
594,CC(=O)C1(C(C)=O)C#CC(C)(F)CCCC1
595,COC1(OC)C#CC(Cl)CCCC1
596,CC(=O)C1(C(C)=O)C#CC(F)(Cl)CCCC1
597,CC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
598,CC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
599,CC1C#CC(F)(F)CCCC1
600,FC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
601,CNC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
602,CNC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
603,COC(=O)C1(Br)C#CC(OC)(OC)CCCC1
604,CC1(C)C#CC(C)(F)CCCC1
605,CC1C#CCCCCC1
606,CC(=O)C1(C(F)(F)F)C#CCCCCC1
607,COC1(C(C)=O)C#CC(Br)(Br)CCCC1
608,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(=O)OC)CCCC1
609,COC1(c2ccccc2)C#CCCCCC1
610,CNC(=O)C1(C(=O)NC)C#CC(C)(Br)CCCC1
611,COC1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
612,COC(=O)C1(c2ccccc2)C#CC(C(C)=O)(C(C)=O)CCCC1
613,CC1(C(F)(F)F)C#CCCCCC1
614,COC(=O)C1(C(=O)OC)C#CC(F)CCCC1
615,CC(=O)C1(C(C)=O)C#CC(C(F)(F)F)CCCC1
616,FC(F)(F)C1(c2ccccc2)C#CCCCCC1
617,ClC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
618,COC(=O)C1(C(=O)OC)C#CC(C)(C)CCCC1
619,COC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
620,COC1(F)C#CCCCCC1
621,COC(=O)C1(C(=O)OC)C#CC(Br)(C(F)(F)F)CCCC1
622,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1c1ccccc1
623,CNC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
624,N#CC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
625,ClC1(Br)C#CCCCCC1
626,CC1(C)C#CC(Br)(C#N)CCCC1
627,COC1(C#N)C#CC(Cl)(Cl)CCCC1
628,N#CC1(Br)C#CC(Br)(Br)CCCC1
629,COC1(OC)C#CC(Br)(c2ccccc2)CCCC1
630,COC(=O)C1(C#N)C#CCCCCC1
631,COC1C#CC(C(C)=O)(C(C)=O)CCCC1
632,COC(=O)C1(C(=O)OC)C#CC(C#N)(OC)CCCC1
633,FC(F)(F)C1C#CC(Cl)(Cl)CCCC1
634,CC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
635,CNC(=O)C1(C(=O)NC)C#CC(C)CCCC1
636,COC(=O)C1(C(=O)OC)C#CC(Cl)(c2ccccc2)CCCC1
637,CNC(=O)C1C#CC(C(=O)NC)(C(=O)NC)CCCC1
638,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
639,CC(=O)C1(F)C#CC(C#N)(C#N)CCCC1
640,CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
641,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(C)=O)CCCC1
642,CC1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
643,CC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
644,ClC1(Cl)C#CCCCCC1
645,FC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
646,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
647,N#CC1(C#N)C#CC(Cl)(Br)CCCC1
648,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(F)(F)F)CCCC1
649,FC(F)(F)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
650,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(F)(F)F)CCCC1
651,N#CC1(Cl)C#CC(Br)(Br)CCCC1
652,N#CC1(C#N)C#CC(Cl)(C(F)(F)F)CCCC1
653,CNC(=O)C1(C(=O)NC)C#CC(C#N)(c2ccccc2)CCCC1
654,COC1(F)C#CC(Br)(Br)CCCC1
655,COC(=O)C1(C)C#CC(Br)(Br)CCCC1
656,CNC(=O)C1C#CC(C)(C)CCCC1
657,COC1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
658,CC(=O)C1(C(C)=O)C#CC(F)(C#N)CCCC1
659,COC1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
660,COC1(OC)C#CC(C)(Br)CCCC1
661,COC(=O)C1(C)C#CC(C(=O)OC)(C(=O)OC)CCCC1
662,CC1(C)C#CC(c2ccccc2)CCCC1
663,CC1C#CC(C#N)(C#N)CCCC1
664,N#CC1(C#N)C#CC(Cl)CCCC1
665,CC(=O)C1(C(C)=O)C#CC(F)CCCC1
666,FC(F)(F)C1(C(F)(F)F)C#CC(Br)CCCC1
667,N#CC1(C#N)C#CC(F)(c2ccccc2)CCCC1
668,COC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
669,CC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
670,CNC(=O)C1(C(F)(F)F)C#CC(OC)(OC)CCCC1
671,CNC(=O)C1(Cl)C#CC(C)(C)CCCC1
672,FC(F)(F)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
673,CNC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
674,FC(F)(F)C1(F)C#CCCCCC1
675,CNC(=O)C1(C(=O)NC)C#CC(C)(C)CCCC1
676,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)CCCC1
677,CNC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
678,CC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
679,FC(F)(F)C1(C(F)(F)F)C#CC(Br)(c2ccccc2)CCCC1
680,COC1(C(C)=O)C#CC(C)(C)CCCC1
681,COC1(OC)C#CC(C)(C(C)=O)CCCC1
682,COC(=O)C1(C(=O)OC)C#CC(C)(Cl)CCCC1
683,CC(=O)C1(C(C)=O)C#CC(C)(C(F)(F)F)CCCC1
684,CC(=O)C1(C(C)=O)C#CC(Br)(C#N)CCCC1
685,COC(=O)C1(C(=O)OC)C#CC(OC)(C(F)(F)F)CCCC1
686,CC1(C)C#CC(F)(C#N)CCCC1
687,CC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
688,COC1(Br)C#CC(C#N)(C#N)CCCC1
689,COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
690,FC(F)(F)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
691,COC1(OC)C#CC(OC)(C(C)=O)CCCC1
692,CC1(Cl)C#CC(Br)(Br)CCCC1
693,COC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
694,COC(=O)C1C#CC(F)(F)CCCC1
695,N#CC1(c2ccccc2)C#CC(F)(F)CCCC1
696,COC1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
697,COC1(OC)C#CC(F)(Br)CCCC1
698,COC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
699,N#CC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
700,CC(=O)C1(Cl)C#CC(C)(C)CCCC1
701,CNC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1
702,CNC(=O)C1(C)C#CC(C(=O)OC)(C(=O)OC)CCCC1
703,CNC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(C)=O)CCCC1
704,COC1(OC)C#CC(OC)(C(F)(F)F)CCCC1
705,COC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
706,CNC(=O)C1(C(=O)NC)C#CC(Br)(Br)CCCC1
707,COC1(OC)C#CC(C)(C#N)CCCC1
708,N#CC1C#CCCCCC1
709,COC(=O)C1C#CC(Cl)(Cl)CCCC1
710,CNC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
711,CC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
712,CNC(=O)C1(Br)C#CC(C(=O)OC)(C(=O)OC)CCCC1
713,COC(=O)C1C#CC(C#N)(C#N)CCCC1
714,COC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(c2ccccc2)CCCC1
715,COC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
716,CNC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
717,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(Br)CCCC1
718,BrC1C#CCCCCC1
719,CC(=O)C1(C(C)=O)C#CC(C#N)(C(F)(F)F)CCCC1
720,CNC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
721,ClC1(Cl)C#CC(Cl)(Cl)CCCC1
722,COC1(OC)C#CC(Cl)(C(F)(F)F)CCCC1
723,CC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
724,COC1(OC)C#CC(Br)(C(F)(F)F)CCCC1
725,CC(=O)C1(C(C)=O)C#CC(Cl)(C#N)CCCC1
726,N#CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
727,CC(=O)C1(Br)C#CCCCCC1
728,CNC(=O)C1(C(=O)NC)C#CC(Br)(c2ccccc2)CCCC1
729,COC(=O)C1(C)C#CC(OC)(OC)CCCC1
730,N#CC1(C(F)(F)F)C#CC(F)(F)CCCC1
731,COC1C#CC(C)(C)CCCC1
732,CNC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
733,FC1(c2ccccc2)C#CC(Br)(Br)CCCC1
734,CNC(=O)C1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
735,COC1(OC)C#CC(Cl)(C#N)CCCC1
736,CNC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
737,CC1(Cl)C#CC(C#N)(C#N)CCCC1
738,CNC(=O)C1(C(=O)NC)C#CC(Cl)(OC)CCCC1
739,CC(=O)C1(C(C)=O)C#CCCCCC1
740,CC(=O)C1(C(C)=O)C#CC(Cl)(Br)CCCC1
741,CC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
742,CC(=O)C1(F)C#CCCCCC1
743,FC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
744,FC(F)(F)C1(Br)C#CC(Cl)(Cl)CCCC1
745,CNC(=O)C1(C(=O)NC)C#CC(C)(C(F)(F)F)CCCC1
746,N#CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
747,N#CC1(F)C#CC(C#N)(C#N)CCCC1
748,CC(=O)C1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
749,CNC(=O)C1(OC)C#CC(Br)(Br)CCCC1
750,COC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
751,COC1(OC)C#CC(C)(C)CCCC1
752,CC1(C(F)(F)F)C#CC(F)(F)CCCC1
753,COC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
754,COC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
755,CC1C#CC(Cl)(Cl)CCCC1
756,FC(F)(F)C1(Cl)C#CC(Cl)(Cl)CCCC1
757,COC1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
758,COC(=O)C1(C(=O)OC)C#CC(C)(c2ccccc2)CCCC1
759,CNC(=O)C1(OC)C#CCCCCC1
760,FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
761,FC1(Cl)C#CC(Cl)(Cl)CCCC1
762,CNC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
763,COC1(OC)C#CC(Cl)(c2ccccc2)CCCC1
764,COC(=O)C1(C(=O)OC)C#CC(F)(Br)CCCC1
765,COC1C#CC(Br)(Br)CCCC1
766,N#CC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
767,COC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
768,CC1(Cl)C#CCCCCC1
769,FC(F)(F)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
770,CC(=O)C1(C(C)=O)C#CC(Cl)CCCC1
771,COC(=O)C1(C(=O)OC)C#CC(C#N)(C(C)=O)CCCC1
772,COC(=O)C1(C(=O)OC)C#CC(F)(C(C)=O)CCCC1
773,COC(=O)C1(OC)C#CCCCCC1
774,COC(=O)C1(C(=O)OC)C#CC(C#N)(C#N)CCCC1
775,CNC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
776,COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
777,FC1(Br)C#CCCCCC1
778,CC1(c2ccccc2)C#CC(F)(F)CCCC1
779,CC1(F)C#CC(F)(F)CCCC1
780,CNC(=O)C1(c2ccccc2)C#CCCCCC1
781,CC1(C)C#CC(Br)(c2ccccc2)CCCC1
782,CC(=O)C1C#CC(Cl)(Cl)CCCC1
783,ClC1C#CC(Cl)(Cl)CCCC1
784,CC1(F)C#CC(C#N)(C#N)CCCC1
785,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(=O)OC)CCCC1
786,COC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
787,BrC1(Br)C#CC(Br)(Br)CCCC1
788,COC1(OC)C#CC(F)(C#N)CCCC1
789,COC1(OC)C#CC(Cl)(C(C)=O)CCCC1
790,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)CCCC1
791,CC1(Br)C#CC(C#N)(C#N)CCCC1
792,COC(=O)C1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
793,CC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
794,COC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
795,N#CC1(C#N)C#CC(F)CCCC1
796,COC1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
797,CNC(=O)C1(C(=O)NC)C#CC(F)(Cl)CCCC1
798,CC1(C#N)C#CC(F)(F)CCCC1
799,N#CC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
800,CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
801,COC(=O)C1(Cl)C#CC(OC)(OC)CCCC1
802,COC(=O)C1(C)C#CCCCCC1
803,COC(=O)C1(C(=O)OC)C#CC(Cl)(Cl)CCCC1
804,CC(=O)C1(C(C)=O)C#CC(C#N)(c2ccccc2)CCCC1
805,CC(=O)C1(C(C)=O)C#CC(F)(C(F)(F)F)CCCC1
806,COC(=O)C1(C)C#CC(C)(C)CCCC1
807,COC1(OC)C#CC(C)(F)CCCC1
808,CC1(C)C#CC(Cl)(Br)CCCC1
809,COC(=O)C1(C#N)C#CC(OC)(OC)CCCC1
810,COC1(F)C#CC(OC)(OC)CCCC1
811,CC1(C)C#CC(C)(Cl)CCCC1
812,FC1(F)C#CC(Cl)(c2ccccc2)CCCC1
813,CC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
814,COC1(OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
815,COC(=O)C1(C(=O)OC)C#CC(F)(Cl)CCCC1
816,CNC(=O)C1(C(=O)NC)C#CC(F)(C(F)(F)F)CCCC1
817,CNC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
818,CNC(=O)C1(OC)C#CC(C(C)=O)(C(C)=O)CCCC1
819,CC(=O)C1(C#N)C#CC(C)(C)CCCC1
820,COC1C#CC(F)(F)CCCC1
821,FC1C#CCCCCC1
822,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(F)(F)F)CCCC1
823,COC(=O)C1(C(=O)OC)C#CC(Br)CCCC1
824,CC1(C)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
825,CNC(=O)C1(Cl)C#CC(F)(F)CCCC1
826,CC1(Br)C#CC(Br)(Br)CCCC1
827,COC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
828,CNC(=O)C1(C#N)C#CC(C)(C)CCCC1
829,COC1(OC)C#CC(F)(c2ccccc2)CCCC1
830,CC1C#CC(C)(C)CCCC1
831,CC1(C)C#CC(C)(C)CCCC1
832,COC1(OC)C#CC(Cl)(Cl)CCCC1
833,COC(=O)C1C#CC(C(=O)OC)(C(=O)OC)CCCC1
834,CC1(C)C#CC(Cl)(C#N)CCCC1
835,COC(=O)C1(OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
836,COC1(OC)C#CC(F)(C(F)(F)F)CCCC1
837,FC1(Cl)C#CC(Br)(Br)CCCC1
838,FC1(F)C#CC(Br)(C(F)(F)F)CCCC1
839,FC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
840,CC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
841,FC(F)(F)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
842,COC1(C#N)C#CC(C)(C)CCCC1
843,CNC(=O)C1(C(=O)NC)C#CC(C)(Cl)CCCC1
844,FC(F)(F)C1C#CC(Br)(Br)CCCC1
845,ClC1(Br)C#CC(Br)(Br)CCCC1
846,CNC(=O)C1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
847,ClC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
848,CNC(=O)C1(c2ccccc2)C#CC(OC)(OC)CCCC1
849,COC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
850,N#CC1(F)C#CC(F)(F)CCCC1
851,N#CC1(C#N)C#CC(C#N)(C(F)(F)F)CCCC1
852,CC(=O)C1(C(C)=O)C#CC(Cl)(C(F)(F)F)CCCC1
853,CC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
854,CC(=O)C1(C(C)=O)C#CC(Cl)(c2ccccc2)CCCC1
855,COC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1
856,COC1(OC)C#CC(C)CCCC1
857,CNC(=O)C1(OC)C#CC(C#N)(C#N)CCCC1
858,FC1(F)C#CC(Cl)(C(F)(F)F)CCCC1
859,COC(=O)C1(C(=O)OC)C#CC(C#N)(C(F)(F)F)CCCC1
860,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(=O)NC)CCCC1
861,COC1(C#N)C#CC(F)(F)CCCC1
862,FC1C#CC(Br)(Br)CCCC1
863,FC(F)(F)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
864,CC1(C)C#CC(F)(Cl)CCCC1
865,CC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
866,N#CC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
867,COC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)CCCC1
868,CC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
869,COC1(C(F)(F)F)C#CCCCCC1
870,COC(=O)C1C#CC(OC)(OC)CCCC1
871,CNC(=O)C1(OC)C#CC(C)(C)CCCC1
872,CC1C#CC(Br)(Br)CCCC1
873,CNC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
874,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C#N)CCCC1
875,COC(=O)C1(C(=O)OC)C#CC(C)CCCC1
876,CNC(=O)C1(OC)C#CC(Cl)(Cl)CCCC1
877,COC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
878,COC1(Cl)C#CC(C#N)(C#N)CCCC1
879,COC1(OC)C#CC(C)(c2ccccc2)CCCC1
880,COC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
881,N#CC1C#CC(Br)(Br)CCCC1
882,N#CC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
883,COC(=O)C1(C(=O)OC)C#CC(OC)(c2ccccc2)CCCC1
884,FC1(F)C#CC(C(F)(F)F)CCCC1
885,CNC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
886,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(c2ccccc2)CCCC1
887,COC(=O)C1(c2ccccc2)C#CC(C)(C)CCCC1
888,COC(=O)C1(C(=O)OC)C#CC(Br)(c2ccccc2)CCCC1
889,COC(=O)C1(C(=O)OC)C#CC(Cl)(C(F)(F)F)CCCC1
890,FC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
891,N#CC1(C#N)C#CC(c2ccccc2)CCCC1
892,COC1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
893,COC(=O)C1(C(=O)OC)C#CC(OC)(C(C)=O)CCCC1
894,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)CCCC1
895,FC(F)(F)C1(C(F)(F)F)C#CC(c2ccccc2)CCCC1
896,CC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
897,CNC(=O)C1(C(=O)NC)C#CC(C)(F)CCCC1
898,CC1(C)C#CC(Cl)(C(F)(F)F)CCCC1
899,COC(=O)C1(C(=O)OC)C#CCCCCC1
900,CNC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
901,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(=O)OC)CCCC1
902,CC(=O)C1(C(C)=O)C#CC(C)(c2ccccc2)CCCC1
903,ClC1(Cl)C#CC(Cl)(c2ccccc2)CCCC1
904,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(=O)OC)CCCC1
905,COC(=O)C1(OC)C#CC(Cl)(Cl)CCCC1
906,CC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
907,COC(=O)C1(C)C#CC(F)(F)CCCC1
908,N#CC1C#CC(C#N)(C#N)CCCC1
909,FC1(F)C#CC(Br)(Br)CCCC1
910,C1#CC(c2ccccc2)CCCCC1
911,COC1(Br)C#CC(F)(F)CCCC1
912,CNC(=O)C1(C(=O)NC)C#CC(C(F)(F)F)CCCC1
913,COC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
914,CNC(=O)C1(C(=O)NC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
915,CC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
916,COC(=O)C1(C(=O)OC)C#CC(Cl)(C#N)CCCC1
917,COC1(c2ccccc2)C#CC(F)(F)CCCC1
918,COC1C#CC(OC)(OC)CCCC1
919,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
920,COC1(OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
921,CC1(C)C#CC(F)(Br)CCCC1
922,FC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
923,CC1(C)C#CC(C)(Br)CCCC1
924,COC(=O)C1(C(=O)OC)C#CC(F)(C(F)(F)F)CCCC1
925,COC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
926,CC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
927,CNC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
928,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(F)(F)F)CCCC1
929,ClC1(Cl)C#CC(Br)(Br)CCCC1
930,N#CC1(Br)C#CC(F)(F)CCCC1
931,CC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
932,FC1(F)C#CC(F)(Cl)CCCC1
933,COC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
934,FC1(F)C#CC(Br)(c2ccccc2)CCCC1
935,CNC(=O)C1(c2ccccc2)C#CC(C(C)=O)(C(C)=O)CCCC1
936,CC(=O)C1(C)C#CCCCCC1
937,CC(=O)C1(C(C)=O)C#CC(Br)(c2ccccc2)CCCC1
938,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
